path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
video/Girls,The girl on the right tenderly hugs and kisses the girl on the left on the head,The girl on the right tenderly hugs and kisses the girl on the left on the head,9:16,1080x1920,30.0,5s,"girl, hug, left, head"
video/roller coaster,"A hyper-realistic cinematic video of cats riding a roller coaster. The coaster starts slow, with wide-eyed cats gripping the safety bars. As it speeds up, fur ripples in the wind, eyes widen in shock, and some meow in excitement. The ride twists and loops, capturing every dramatic reaction in slow-motion and high-speed cuts","A hyper-realistic cinematic video of cats riding a roller coaster. The coaster starts slow, with wide-eyed cats gripping the safety bars. As it speeds up, fur ripples in the wind, eyes widen in shock, and...",17:13,1088x832,30.0,5s,"video, cat, roller, coaster, safety, bar, fur, ripple"
video/Cat cute,"The kitten is poised delicately on a human hand, its head tilted slightly upward. The angle gives it a proud, almost inquisitive expression, with its gaze directed above. Its wide, captivating eyes are focused upwards, lending a sense of wonder and curiosity. This adorable little creature is wearing a whimsical blue and red outfit with cartoonish details and its face is framed by the edges of a hood. Its fluffy ears protrude from beneath the hood, adding to the endearing charm. The cat's whiskers splay outward. This upward tilt of the head enhances its already endearing appearance, creating a captivating image of the kitten. Ratio: 9:16, Mode: Standard Mode, length: 5s","The kitten is poised delicately on a human hand, its head tilted slightly upward. The angle gives it a proud, almost inquisitive expression, with its gaze directed above. Its wide, captivating eyes are focused upwards,...",9:16,1080x1920,30.0,5s,"kitten, hand, head, angle, expression, gaze, eye, sense"
"video/hybrid of Lion,Phenoix","""Lion and Phoenix leap towards each other, colliding gracefully in mid-air. As they clash, their forms blend and swirl, merging into a striking hybrid creature that embodies features of both, showcasing vibrant colors and dynamic movement in the transformation.""","""Lion and Phoenix leap towards each other, colliding gracefully in mid-air. As they clash, their forms blend and swirl, merging into a striking hybrid creature that embodies features of both, showcasing vibrant colors and dynamic...",33:59,1056x1888,30.0,5s,"lion, phoenix, mid, -, air, form, swirl, creature"
video/T-shirt croptop,"Create fashion model videos from provided images. The model is a Vietnamese woman with the same face, arms and legs as the previous video. She wore a T-shirt and loose pants and gracefully walked down the hallway in a luxury shopping mall, with natural light highlighting her facial features. At first, she gently turned around and posed as if someone was taking a photo in front of her. Then, she walked forward, put her right hand in her pocket, took it out and moved naturally in sync with her walking motion. She walked without stumbling. Keep the t-shirt and all accessories exactly like in the reference picture. Maintains texture, color and precise fit of the fabric, ensuring natural body movement without distortion.","Create fashion model videos from provided images. The model is a Vietnamese woman with the same face, arms and legs as the previous video. She wore a T-shirt and loose pants and gracefully walked down...",9:16,720x1280,30.0,10s,"fashion, model, video, image, woman, face, arm, leg"
video/Pancakes day,"A hyper-realistic macro photograph of tiny explorers in hiking gear trekking across a vast landscape of fluffy pancakes stacked like mountains. A worker carefully crosses a syrup bridge, while another uses a pickaxe to carve a path up a butter peak. A tiny climber hangs from a caramelized edge, while another adventurer sets up a flag on the highest pancake summit. The background features a cozy breakfast table with syrup drizzling from above, and a steaming cup of coffee nearby. Ultra-detailed textures, cinematic lighting, shallow depth of field, 8K resolution. every explorers have to move fast.","A hyper-realistic macro photograph of tiny explorers in hiking gear trekking across a vast landscape of fluffy pancakes stacked like mountains. A worker carefully crosses a syrup bridge, while another uses a pickaxe to carve...",22:39,704x1248,30.0,5s,"photograph, explorer, hiking, gear, trekking, landscape, pancake, mountain"
video/A long time no see,the woman slowly turns to the viewer and then smiles,the woman slowly turns to the viewer and then smiles,13:17,1248x1632,30.0,10s,"woman, viewer"
video/mood,a woman enjoys cup oh hut coffee.,a woman enjoys cup oh hut coffee.,9:16,1080x1920,30.0,5s,"woman, cup, hut, coffee"
video/They love to make i love to eat,"A highly detailed miniature scene of tiny workers in orange construction gear, busily excavating and mining a giant chocolate cake. Some workers are using tiny pickaxes to chip away at chocolate chunks, while others are operating small forklifts carrying chocolate pieces. A tiny crane is lifting a dripping piece of molten chocolate, and a conveyor belt transports chocolate chips. The cake is dusted with cocoa powder, and there are chocolate shavings scattered around. The background features a blurred warm bakery setting with soft golden lighting, giving a cozy and delicious atmosphere. The textures of the cake, cocoa powder, and chocolate pieces are highly realistic, making the scene both whimsical and mouthwatering.","A highly detailed miniature scene of tiny workers in orange construction gear, busily excavating and mining a giant chocolate cake. Some workers are using tiny pickaxes to chip away at chocolate chunks, while others are...",22:39,704x1248,30.0,5s,"scene, worker, orange, construction, gear, chocolate, cake, pickaxe"
video/Your Fiery Love,A boy stands with a Chinese water dragon swirling around him. the camera zooms out,A boy stands with a Chinese water dragon swirling around him. the camera zooms out,38:51,1216x1632,30.0,5s,"boy, water, dragon, camera, zoom"
video/Croptop t-shirt,"Generate a video from the image of a Vietnamese female model wearing a crop top and a denim skirt. She walks through the lobby of a luxury hotel, with natural lighting highlighting her facial features. Her left hand lifts up and then naturally lowers. Her right hand holds a small handbag as shown in the reference image. Keep the original design top color, and accessories as in the uploaded image. Use the AI-generated model's face from the recent video instead of referencing the face from the image. Ensure the fabric texture, color, and fit remain accurate, maintaining natural body movement without distorting the outfit.","Generate a video from the image of a Vietnamese female model wearing a crop top and a denim skirt. She walks through the lobby of a luxury hotel, with natural lighting highlighting her facial features....",9:16,720x1280,30.0,10s,"video, image, model, crop, top, skirt, lobby, luxury"
video/Rigel,"The man at the forefront walks down a dimly lit castle hall, his steps slow and deliberate. The torchlight flickers against the stone walls as he moves toward the viewer. His robe hangs loosely over his elbows and forearms, shifting slightly with each stride. A faint smirk tugs at his lips, subtle yet unreadable, his gaze sharp and unwavering","The man at the forefront walks down a dimly lit castle hall, his steps slow and deliberate. The torchlight flickers against the stone walls as he moves toward the viewer. His robe hangs loosely over...",1:1,960x960,30.0,5s,"man, forefront, castle, hall, step, torchlight, stone, wall"
video/Cute Smile,Make her smile with cute style,Make her smile with cute style,9:16,720x1280,30.0,5s,style
video/Cat soldiers on recon duty,"Walk forward with smooth, steady movements. very smooth and stable gimbal shooting.","Walk forward with smooth, steady movements. very smooth and stable gimbal shooting.",9:16,1080x1920,30.0,5s,"movement, shooting"
video/Dancing Cats,"the camera follows the subject moving,two cats dancing the tango in a grand ballroom. Show one cat leading in a bow tie and the other following with a flower, both moving gracefully. Include a chandelier, polished floor, and ornate walls. Capture the elegance and passion of their dance with smooth, realistic movements.""","the camera follows the subject moving,two cats dancing the tango in a grand ballroom. Show one cat leading in a bow tie and the other following with a flower, both moving gracefully. Include a chandelier,...",9:16,1080x1920,30.0,10s,"camera, subject, moving, cat, tango, ballroom, bow, tie"
