path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/cup of coffee,"Photorealistic macro of a bubbling cup of coffee, where tiny deep-sea divers in wetsuits are exploring the surface as if it were a vast, swirling ocean.","Photorealistic macro of a bubbling cup of coffee, where tiny deep-sea divers in wetsuits are exploring the surface as if it were a vast, swirling ocean.",16:9,1920x1080,30.0,5s,"macro, cup, coffee, sea, diver, wetsuit, surface, ocean"
clips/Yellow leggings,"Her body rocks back and forth from left to right with a lively, energetic motion.","Her body rocks back and forth from left to right with a lively, energetic motion.",25:34,800x1088,30.0,5s,"body, right, motion"
clips/3D-рендеринг,"3D rendering, red lipstick unfolding into a red rose made of ice, extremely close-up view, neon lighting, C4D, black background, Octane Render, Unreal Render, volumetric lighting, GLSL, FXAA, super detailed, SSAO, FXAA, RTX, VFX","3D rendering, red lipstick unfolding into a red rose made of ice, extremely close-up view, neon lighting, C4D, black background, Octane Render, Unreal Render, volumetric lighting, GLSL, FXAA, super detailed, SSAO, FXAA, RTX, VFX",9:16,1080x1920,30.0,5s,"3d, rendering, lipstick, rose, ice, view, neon, lighting"
clips/Dancing Cat,"Cat shaking legs in disco, boots jumping in disco rythm, camera stady","Cat shaking legs in disco, boots jumping in disco rythm, camera stady",9:16,720x1280,30.0,10s,"cat, leg, disco, boot, rythm, camera, stady"
clips/Hatsune Miku rabbit,Hatsune Miku is surrounded by a group of little white rabbits,Hatsune Miku is surrounded by a group of little white rabbits,9:16,1080x1920,30.0,5s,"hatsune, miku, group, rabbit"
clips/The woman and the lanterns,"The woman turns her head and smiles at the camera, the lanterns behind her fluttering slightly in the air.","The woman turns her head and smiles at the camera, the lanterns behind her fluttering slightly in the air.",2:3,768x1152,30.0,5s,"woman, head, camera, lantern, air"
clips/sparkling water strawbrry flavor,"A slow-motion cinematic shot of a refreshing fizzy drink being poured into a glass filled with ice cubes and fresh strawberry slices. The camera starts from a top-down perspective and slowly zooms in, stabilizing smoothly as bubbles rise and dance around the fruit. The liquid sparkles as it flows, creating an immersive and refreshing visual experience. Soft lighting enhances the pinkish aesthetic, making the scene look vibrant and enticing.","A slow-motion cinematic shot of a refreshing fizzy drink being poured into a glass filled with ice cubes and fresh strawberry slices. The camera starts from a top-down perspective and slowly zooms in, stabilizing smoothly...",34:59,1088x1888,30.0,5s,"motion, shot, drink, glass, ice, cube, strawberry, slice"
clips/Aquatic Harmony,"A handheld shot captures the robot as it briefly turns its head toward the sunlight, then shifts left and right. Inside its helmet, aquatic plants sway rhythmically while fish glide in arcs of light, golden fish swirling upward toward the top. Bubbles drift slowly to the surface as the forest foliage blurs softly, swaying gently in the breeze, while sunlight reflects off the glass and shimmers faintly.","A handheld shot captures the robot as it briefly turns its head toward the sunlight, then shifts left and right. Inside its helmet, aquatic plants sway rhythmically while fish glide in arcs of light, golden...",13:17,832x1088,30.0,10s,"shot, robot, head, sunlight, shift, helmet, plant, fish"
clips/Blue Flame,"camera_follow: smooth tracking shot, slightly low angle motion: dress flowing dynamically, blue flames flickering and swirling naturally with movement lighting: dramatic runway spotlights, reflections on glossy floor background: blurred audience with flashes, deep blue ambiance hair: gentle motion with movement fx: glowing blue fire effects, subtle sparks and embers floating in the air","camera_follow: smooth tracking shot, slightly low angle motion: dress flowing dynamically, blue flames flickering and swirling naturally with movement lighting: dramatic runway spotlights, reflections on glossy floor background: blurred audience with flashes, deep blue ambiance...",13:17,832x1088,30.0,5s,"tracking, shot, angle, motion, dress, flame, movement, lighting"
clips/Beauty Model,"""An extreme close-up of the model’s eyes as they open slowly, revealing shimmering metallic eyeshadow and a piercing gaze. The camera captures each detail—the gloss of her eyelids, the richness of her brows, and the reflection of light on her luminous skin. The lighting is moody yet radiant, shifting subtly as she blinks, drawing attention to the artistry of the makeup application.""","""An extreme close-up of the model’s eyes as they open slowly, revealing shimmering metallic eyeshadow and a piercing gaze. The camera captures each detail—the gloss of her eyelids, the richness of her brows, and the...",9:16,720x1280,30.0,5s,"close, up, model, eye, eyeshadow, gaze, camera, detail"
clips/Ballet dancer,a beautiful Japanese young female ballet dancer in a theater wearing a white leotard is dancing,a beautiful Japanese young female ballet dancer in a theater wearing a white leotard is dancing,38:51,1216x1632,30.0,5s,"ballet, dancer, theater, leotard"
clips/A cat is baking tokyo tower,"""A smiling brown cat wearing an apron is baking a giant Tokyo Tower-shaped cake, 3.3 meters tall. The cake looks like a realistic Tokyo Tower, decorated with cream and strawberries. The cat skillfully layers sponge cakes, spreads cream, and carefully decorates the tower. Finally, it gently places a dried fish (niboshi) on the top and smiles with satisfaction.""","""A smiling brown cat wearing an apron is baking a giant Tokyo Tower-shaped cake, 3.3 meters tall. The cake looks like a realistic Tokyo Tower, decorated with cream and strawberries. The cat skillfully layers sponge...",9:16,720x1280,30.0,5s,"cat, apron, tokyo, tower, cake, meter, cream, strawberry"
clips/Mini Pancake Workshop,"camera moving to the left keeping the object in the center, mini chefs cooking pancakes","camera moving to the left keeping the object in the center, mini chefs cooking pancakes",9:16,720x1280,30.0,5s,"camera, object, center, chef, cooking"
clips/Bear and baby,"a young child riding a massive bear, walking through a bustling city street in broad daylight. The child's face is detailed and expressive, showing excitement and awe. The bear is depicted with lifelike fur texture, moving calmly yet powerfully. The city streets are filled with natural light, with buildings and cars in the distance","a young child riding a massive bear, walking through a bustling city street in broad daylight. The child's face is detailed and expressive, showing excitement and awe. The bear is depicted with lifelike fur texture,...",9:16,1080x1920,30.0,5s,"child, bear, city, street, daylight, face, excitement, awe"
clips/Tiger and baby,"A highly detailed and dynamic animation of a young child riding a powerful tiger sprinting through a bustling city street at high speed. The tiger’s muscular body, with its vibrant orange and black stripes, moves swiftly and fluidly, its paws hitting the ground with force as it races forward. The child, gripping tightly to the tiger, is laughing joyfully, enjoying the speed and thrill of the ride. The background blurs dramatically due to the high velocity, with buildings and city elements passing by in a rush. The animation captures the energy and intensity of the tiger’s movement, while keeping the child’s excitement in sharp focus","A highly detailed and dynamic animation of a young child riding a powerful tiger sprinting through a bustling city street at high speed. The tiger’s muscular body, with its vibrant orange and black stripes, moves...",9:16,1080x1920,30.0,5s,"animation, child, tiger, city, street, speed, body, stripe"
clips/@niana.ai in Rio,"the camera zooms in,sunlight,rich details,colorful,vivid,positioned at a higher angle,posing to the picture, soft wind, puts a on her glasses.","the camera zooms in,sunlight,rich details,colorful,vivid,positioned at a higher angle,posing to the picture, soft wind, puts a on her glasses.",36:55,1152x1760,30.0,5s,"camera, zoom, sunlight, detail, angle, picture, wind, glass"
clips/model on the lounge chair,"model is posing, camera zooms in","model is posing, camera zooms in",59:34,1888x1088,30.0,5s,"model, camera, zoom"
